"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PRTA","Prothena Corporation plc","26.47","724857762.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prta",
"PVCT","Provectus Biopharmaceuticals, Inc.","0.88","158663770.32","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pvct",
"PMD","Psychemedics Corporation","16.51","88742257.11","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pmd",
"PTCT","PTC Therapeutics, Inc.","70.29","2361922606.89","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptct",
"PBYI","Puma Biotechnology Inc","213.75","6550244775","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbyi",
"QGEN","Qiagen N.V.","25.01","5802895230","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"QLTI","QLT Inc.","3.96","202949691.12","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/qlti",
"DGX","Quest Diagnostics Incorporated","70.9","10231671311.8","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/dgx",
"QDEL","Quidel Corporation","26.41","910145328.68","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qdel",
"Q","Quintiles Transitional Holdings Inc.","65.54","8147612506.02","n/a","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/q",
"QTNT","Quotient Limited","16.8","284197670.4","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"QTNTW","Quotient Limited","6.95","0","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtntw",
"RDUS","Radius Health, Inc.","44.17","1657458710.95","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","8.74","373291308.24","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RPTP","Raptor Pharmaceutical Corp.","9.68","615296887.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rptp",
"RCPT","Receptos, Inc.","127.09","4003254170.76","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rcpt",
"REPH","Recro Pharma, Inc.","3.24","24972624","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph",
"RDHL","Redhill Biopharma Ltd.","14.52","35688620.88","2457894","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl",
"RGDO","Regado BioSciences, Inc.","1.2","40331054.4","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgdo",
"REGN","Regeneron Pharmaceuticals, Inc.","418.44","42939041579.28","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn",
"RGLS","Regulus Therapeutics Inc.","18.57","938095880.37","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"RELV","Reliv&#39; International, Inc.","1.1385","14594556.735","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"RLYP","Relypsa, Inc.","38.84","1418333213.72","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rlyp",
"RGEN","Repligen Corporation","25.47","833421800.88","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","9.16","222369744.68","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RPRXW","Repros Therapeutics Inc.","8.46","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxw",
"RPRXZ","Repros Therapeutics Inc.","6.0227","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxz",
"RMD","ResMed Inc.","64.76","9102311298.04","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rmd",
"RGDX","Response Genetics, Inc.","0.57","22105458.99","n/a","2007","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/rgdx",
"RVP","Retractable Technologies, Inc.","4.12","113220451.04","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp",
"RTRX","Retrophin, Inc.","14.21","379404825.87","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","15.72","372876859.44","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc",
"RWLK","ReWalk Robotics Ltd","16.52","197885712.08","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk",
"RNN","Rexahn Pharmaceuticals, Inc.","0.79","140820121.22","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"RIGL","Rigel Pharmaceuticals, Inc.","3.11","273035421.4","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"RAD","Rite Aid Corporation","8.16","8011704803.04","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RMTI","Rockwell Medical, Inc.","10.47","524582671.29","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
"ROSG","Rosetta Genomics Ltd.","3.47","40815597.4","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg",
"RTIX","RTI Surgical, Inc.","5.42","308387127.48","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rtix",
"RTGN","Ruthigen, Inc.","3.93","18880859.7","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtgn",
"RXII","RXI Pharmaceuticals Corporation","1.14","24090503.94","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxii",
"SAGE","Sage Therapeutics, Inc.","43.89","1132038223.47","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sage",
"SGNT","Sagent Pharmaceuticals, Inc.","27.88","889657909.4","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgnt",
"SLXP","Salix Pharmaceuticals, Ltd.","156.88","9996908480.16","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/slxp",
"SGMO","Sangamo BioSciences, Inc.","17.4","1203560610","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgmo",
"GCVRZ","Sanofi","0.65","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","48.29","127563791554.32","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SRPT","Sarepta Therapeutics, Inc.","13.49","557292296.88","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srpt",
"SCLN","SciClone Pharmaceuticals, Inc.","7.79","395528026.64","n/a","1992","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scln",
"SCYX","SCYNEXIS, Inc.","9.9","84269819.7","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scyx",
"SGEN","Seattle Genetics, Inc.","36","4475472552","n/a","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","15.04","520768617.92","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/eyes",
"SEM","Select Medical Holdings Corporation","13.63","1788644564.04","n/a","2009","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sem",
"SMLR","Semler Scientific, Inc.","3.96","18675427.32","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/smlr",
"SNMX","Senomyx, Inc.","4.87","211412505.04","n/a","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx",
"SHPG","Shire plc","236.42","12268977836.38","51894839","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SIEN","Sientra, Inc.","18.54","276479845.02","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sien",
"SIGA","SIGA Technologies Inc.","2.41","128945353.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/siga",
"SGNL","Signal Genetics, Inc.","2.72","10288750.88","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/sgnl",
"SVA","Sinovac Biotech, Ltd.","5.1","284056031.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva",
"SIRO","Sirona Dental Systems, Inc.","92.1","5340079387.8","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/siro",
"SKBI","Skystar Bio-Pharmaceutical Company","4.26","37048972.92","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/skbi",
"SNN","Smith & Nephew SNATS, Inc.","36.85","23048856377.25","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"SRNE","Sorrento Therapeutics, Inc.","12.87","372365779.5","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/srne",
"SPAN","Span-America Medical Systems, Inc.","18.34","54684231.28","n/a","1983","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/span",
"ONCE","Spark Therapeutics, Inc.","58.99","1385696749.33","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/once",
"SPPI","Spectrum Pharmaceuticals, Inc.","6.16","405866168.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi",
"STJ","St. Jude Medical, Inc.","68.36","19228415508.08","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stj",
"STAA","STAAR Surgical Company","6.82","263618465.88","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa",
"STEM","StemCells, Inc.","1.11","76290049.14","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem",
"STML","Stemline Therapeutics, Inc.","15.63","207648176.16","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"STXS","Stereotaxis, Inc.","2.39","48904734.48","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stxs",
"STE","STERIS Corporation","64.99","3871764367.29","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"SYK","Stryker Corporation","96.01","36363782795.51","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/syk",
"SCMP","Sucampo Pharmaceuticals, Inc.","13.6","609591834.4","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp",
"SNSS","Sunesis Pharmaceuticals, Inc.","2.21","136907614.87","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss",
"SSY","SunLink Health Systems, Inc.","1.4208","13417194.0864","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"SSH","Sunshine Heart Inc","5.58","94474472.22","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ssh",
"SUPN","Supernus Pharmaceuticals, Inc.","9.26","397535976.26","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn",
"SCAI","Surgical Care Affiliates, Inc.","33","1272475578","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/scai",
"SRDX","SurModics, Inc.","24.54","317531231.82","n/a","1998","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srdx",
"SSRG","Symmetry Surgical Inc.","7.44","71326126.8","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ssrg",
"GEVA","Synageva BioPharma Corp.","100.6","3718002565.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/geva",
"SURG","Synergetics USA, Inc.","4.62","117180261.66","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/surg",
"SGYP","Synergy Pharmaceuticals, Inc.","3.32","320744416.48","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SGYPU","Synergy Pharmaceuticals, Inc.","6.48","11781819.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypu",
"SGYPW","Synergy Pharmaceuticals, Inc.","0.91","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypw",
"ELOS","Syneron Medical Ltd.","11.85","434532295.2","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elos",
"SNTA","Synta Pharmaceuticals Corp.","2.38","259171694.6","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snta",
"SYN","Synthetic Biologics, Inc","2.45","177657202.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"TTOO","T2 Biosystems, Inc.","15.76","315856325.2","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ttoo",
"TNDM","Tandem Diabetes Care, Inc.","12.35","292880126.5","n/a","2013","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tndm",
"TRGT","Targacept, Inc.","2.63","90239074.05","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trgt",
"TARO","Taro Pharmaceutical Industries Ltd.","157","6724707681","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/taro",
"TEAR","TearLab Corporation","2.61","87803798.22","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tear",
"TKMR","Tekmira Pharmaceuticals Corp","17.93","402316388.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tkmr",
"TFX","Teleflex Incorporated","122.91","5093723117.37","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tfx",
"TENX","Tenax Therapeutics, Inc.","3.2","89982195.2","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/tenx",
"THC","Tenet Healthcare Corporation","47.02","4631197848.24","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/thc",
"TSRO","TESARO, Inc.","54.25","1958989579.75","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsro",
"TLOG","TetraLogic Pharmaceuticals Corporation","4.78","108939937.96","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlog",
"TTPH","Tetraphase Pharmaceuticals, Inc.","39.94","1224461828.08","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph",
"TEVA","Teva Pharmaceutical Industries Limited","57.16","48692997118.08","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/teva",
"TGTX","TG Therapeutics, Inc.","14.59","641439866.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tgtx",
"ENSG","The Ensign Group, Inc.","45.34","1025411707","n/a","2007","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ensg",
"MDCO","The Medicines Company","29.11","1904382953.52","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdco",
"SPNC","The Spectranetics Corporation","34.53","1456090563.15","n/a","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/spnc",
"TXMD","TherapeuticsMD, Inc.","5.11","877460078.11","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd",
"TBPH","Theravance Biopharma, Inc.","20.73","668092182.21","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbph",
"THRX","Theravance, Inc.","19.22","2241531981.06","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thrx",
"THOR","Thoratec Corporation","40.25","2161425000","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/thor",
"THLD","Threshold Pharmaceuticals, Inc.","4.39","275474242.83","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thld",
"TPI","Tianyin Pharmaceutical Co., Inc.","0.58","17071018.78","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi",
"TKAI","Tokai Pharmaceuticals, Inc.","15.75","352512436.5","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tkai",
"TNXP","Tonix Pharmaceuticals Holding Corp.","5.92","92974902.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tnxp",
"TRNX","Tornier N.V.","24.61","1205626008.53","n/a","2011","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/trnx",
"TCON","TRACON Pharmaceuticals, Inc.","17.42","210656680.52","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tcon",
"TRXC","TransEnterix, Inc.","2.82","178731427.98","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc",
"TRVN","Trevena, Inc.","5.31","208318102.11","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trvn",
"TRIL","Trillium Therapeutics Inc.","14.44","67843105.44","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tril",
"TRIB","Trinity Biotech plc","17.97","422800550.01","23528133","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TRIV","TriVascular Technologies, Inc.","10.94","222835689.42","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/triv",
"TROV","TrovaGene, Inc.","6.05","145923217","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trov",
"TROVU","TrovaGene, Inc.","15.82","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovu",
"TROVW","TrovaGene, Inc.","3.831","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovw",
"TRUP","Trupanion, Inc.","8.07","224323525.05","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/trup",
"USPH","U.S. Physical Therapy, Inc.","42.89","526212906.55","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/usph",
"RARE","Ultragenyx Pharmaceutical Inc.","57.39","2030726899.98","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rare",
"UNIS","Unilife Corporation","3.88","499875450.52","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/unis",
"QURE","uniQure N.V.","23.06","411401837.76","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/qure",
"UTHR","United Therapeutics Corporation","155.42","7252754652.14","n/a","1999","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/uthr",
"UNH","UnitedHealth Group Incorporated","114.4","109102726418.4","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/unh",
"UAM","Universal American Corp.","9.38","785403496.08","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/uam",
"UHS","Universal Health Services, Inc.","114.49","11328133021.49","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/uhs",
"UPI","Uroplasty, Inc.","1.21","26796651.53","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/upi",
"USMD","USMD Holdings, Inc.","13.7401","139891503.0458","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/usmd",
"UTMD","Utah Medical Products, Inc.","59.49","222718662","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/utmd",
"VRX","Valeant Pharmaceuticals International, Inc.","203.35","67831906870","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrx",
"VNDA","Vanda Pharmaceuticals Inc.","10.89","431800304.76","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vnda",
"VAR","Varian Medical Systems, Inc.","94.17","9423756885.84","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/var",
"VBLT","Vascular Biogenics Ltd.","3.86","76808881.64","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vblt",
"VASC","Vascular Solutions, Inc.","29.5","507458705","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vasc",
"VBIV","VBI Vaccines Inc.","2.75","55035090","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vbiv",
"APPY","Venaxis, Inc.","0.555","17199466.095","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"VCYT","Veracyte, Inc.","8.86","199408520.3","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","7.55","258450943.15","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","3.57","84914781.21","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vcel",
"VRML","Vermillion, Inc.","1.89","81488843.1","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSAR","Versartis, Inc.","20.25","489944862","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar",
"VRTX","Vertex Pharmaceuticals Incorporated","120.17","29091821190.28","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VICL","Vical Incorporated","0.9899","89467090.7272","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VSCP","VirtualScopics, Inc.","3.16","9463972.48","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vscp",
"VSCI","Vision-Sciences, Inc.","0.487","23529593.469","n/a","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vsci",
"VTAE","Vitae Pharmaceuticals, Inc.","11.26","246235886.96","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtae",
"VTL","Vital Therapies, Inc.","22.37","533417571.4","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl",
"VVUS","VIVUS, Inc.","2.77","287753386.53","n/a","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus",
"VNRX","VolitionRX Limited","4.0001","68667044.6332","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx",
"WBA","Walgreens Boots Alliance, Inc.","83.62","79074608958.76","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WCG","WellCare Health Plans, Inc.","90.67","3985000448.65","n/a","2004","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/wcg",
"WMGI","Wright Medical Group, Inc.","25.27","1297908289.02","n/a","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgi",
"WMGIZ","Wright Medical Group, Inc.","4.25","0","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"WX","Wuxi Pharmatech (Cayman) Inc.","40.81","2857487224.9","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wx",
"XNCR","Xencor, Inc.","15.83","498213838.29","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xncr",
"XENE","Xenon Pharmaceuticals Inc.","19.76","280223140.08","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xene",
"XNPT","XenoPort, Inc.","7.12","446828480.08","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xnpt",
"XOMA","XOMA Corporation","3.74","433437763","n/a","1986","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xoma",
"XTLB","XTL Biopharmaceuticals Ltd.","2.33","5920329.62","2540914","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xtlb",
"ZFGN","Zafgen, Inc.","38.33","1021479551.3","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zfgn",
"ZLTQ","ZELTIQ Aesthetics, Inc.","33.42","1265105210.28","n/a","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/zltq",
"ZMH","Zimmer Holdings, Inc.","121.39","20624524077.49","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/zmh",
"ZIOP","ZIOPHARM Oncology Inc","11.79","1366796956.05","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ziop",
"ZTS","Zoetis Inc.","47.31","23717678322.33","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zts",
"ZGNX","Zogenix, Inc.","1.69","258637711.54","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zgnx",
"ZSAN","Zosano Pharma Corporation","10.06","118870086.72","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zsan",
"ZSPH","ZS Pharma, Inc.","47.69","992872369.31","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zsph",
